gvkey,year,leverage,mtbe,own
7171,1993,.145112287,4.366523586,.0012143085
6403,1993,.16633775,1.54589203,.00113414
3310,1993,.028648602,4.049556946,.041205894
4839,1993,.276387618,2.066617439,0
10969,1993,.175858995,1.255510661,.0011076797
4058,1993,.142113414,3.991545134,.0016016026
4189,1993,.281396298,1.467306138,.0014399905
6765,1993,.12999583,1.838836348,.000087873465
2797,1993,.015048635,2.458577716,.25581852
4818,1993,.025739662,3.203926122,.0011665809
3980,1993,.09620376,4.018512076,.0064577195
8657,1993,.272250599,2.043530562,.00024125446
10163,1993,.163238309,2.742873877,.0059790732
2085,1993,.127771576,3.26900004,.0018667926
10443,1993,.312170689,3.447140529,.00082667003
4710,1993,.029780516,1.550372903,.00042098391
3422,1993,.082477487,2.027165278,.36675832
11056,1993,.354218558,1.566474991,.011392827
5301,1993,.228246084,1.013712054,.00029665881
11040,1993,.16648029,2.428419129,.000073991221
6781,1993,.04770209,.9338403950000001,.15359539
7155,1993,.204972559,1.232961031,.03329137
9195,1993,.326151949,2.349797797,.00053029327
6375,1993,.123103066,7.549001984,.00041445647
9280,1993,.012830409,4.929229966,.00086876156
11115,1993,.067709651,2.029786203,.0057707299
3491,1993,.171400641,3.567868748,.055206124
5321,1993,.073089311,1.245790329,.00253486
3520,1993,.005443216,3.247580513,.011591346
3527,1993,.061483171,1.564168714,.00082574878
2771,1993,.141658519,2.308461589,.018514952
3107,1993,.137513751,1.606312789,.0030643234
3502,1993,.04353608,3.797897438,.0064773303
3570,1993,.08181669,4.222691768,.0081197117
8537,1993,.070733357,1.219140455,.00023255941
9299,1993,.322878751,2.068602609,.0012952649
1919,1993,.085482152,1.396092886,.0017439323
8488,1993,.008306015,4.729707604,.00068524183
8873,1993,.262196804,2.202167318,.00362725
10109,1993,.006061355,3.075249692,.00092179363
5606,1993,.039854207,2.186111459,.0001499933
5574,1993,.262848112,1.275596157,.0028497672
2086,1993,.265528687,2.116178571,.00096960668
3643,1993,0,1.418721873,.033993814
4093,1993,.269447273,2.001254141,.00055055431
1075,1993,.378567896,1.185881782,.0045906473
7938,1993,.342738143,1.954204969,.025600828
1209,1993,.213462144,2.104472144,.00041561353
7620,1993,.050357354,1.466290342,.0013837261
28701,1993,.403269755,9.094310266000001,.010541842
1380,1993,.406729768,1.379369805,.12992519
1230,1993,.46294211,1.129607152,.002892215
3786,1993,0,1.881911455,.15270905
10946,1993,.35534282,-1.79082468,.0028366733
3799,1993,.020114411,1.597853065,.0011877824
1661,1993,.161364691,2.443125995,.039039917
1773,1993,.234052769,2.858182445,.039642617
3878,1993,0,1.249605949,.0049980194
3917,1993,0,1.976827854,.18685092
3936,1993,.050061515,2.441247748,.0316156
3937,1993,.27701484,2.615329161,.011530188
2435,1993,.242380551,4.567655917,.068924561
3705,1993,.063024132,5.476864681,.002940492
2729,1993,.114302549,2.667821678,.0027326418
4016,1993,.014376808,4.777299692,.20552579
4066,1993,.121540896,3.814435361,.0030984071
4078,1993,.433254208,3.517682104,.11490852
4100,1993,.004130059,2.034641317,.014490535
4108,1993,.140860692,2.327507819,.0024397813
4132,1993,.11764622,1.205768948,.0016945601
4204,1993,.124708987,2.307830243,.0091811055
5151,1993,.167276348,2.171571383,.045965765
5354,1993,.009129042,2.10174595,.027082251
13003,1993,.182392774,1.117551677,.0084205335
5581,1993,.005892607,1.645929573,.0068848799
5764,1993,.003088192,3.033915603,.0020041268
6807,1993,.313757397,2.26245126,.013244377
6819,1993,.399467015,2.219184103,.0019023123
7085,1993,.352715453,2.829946508,.021914663
7099,1993,.09145139,3.170484052,.011726662
6873,1993,.438941769,-1.900425089,.31562912
6856,1993,.21719526,2.069942063,.046067748
7762,1993,.018031547,1.500122709,.15727581
4640,1993,.023638977,2.653165877,.001771835
8030,1993,.192562817,5.115315679,.0094985384
8068,1993,.353150733,1.535693467,.0019219019
8093,1993,.587635056,2.035464746,.012334812
8219,1993,.051628068,2.248510588,.030824384
4674,1993,.044181833,1.561710969,.002481913
8304,1993,.027197977,3.581016821,.0017266317
12796,1993,.086790226,1.403982123,.04386504
4680,1993,.011973011,1.533505652,.00065941439
8468,1993,.420865036,1.627334135,.00039777823
8475,1993,.234581157,3.072767403,.034011617
17007,1993,.172290085,.842050165,.0026954794
4703,1993,.005224018,2.722168668,.0081298416
9225,1993,0,6.056328968,.40274268
4736,1993,.022017492,1.508167391,.02714867
4737,1993,.009362413,1.606148884,.0058678952
9667,1993,.019795108,3.062503206,.0058350256
4739,1993,.0432554,1.357496217,.00079192553
10093,1993,.624336303,1.392114154,.024097322
4807,1993,.134977246,2.084200748,.021645259
10277,1993,.333540722,2.545788648,.00019987719
4847,1993,0,1.763201498,.0080715325
4885,1993,.287581551,5.612852905,.1974563
16878,1993,.173606009,1.031023854,.069810681
4936,1993,.296315565,2.62971672,.023756789
11506,1993,.319655804,1.547137084,.0031816082
11559,1993,.269856737,2.25634141,.00085017818
3607,1993,.038541374,4.701845031,.015376904
10540,1993,.347254016,2.296166852,.002093202
7824,1993,.396050598,1.550194953,.00020662571
5116,1993,0,11.53395766,.073776968
4040,1993,.184295897,2.602055948,.0011062212
8007,1993,.133952231,2.20727278,.0017556194
7974,1993,.304806044,1.976506517,.00050123804
9761,1993,0,1.162303458,.13245353
3480,1993,.026473932,7.874840525,.018708924
5824,1993,.356266641,3.366013056,.0020878701
5161,1993,.130098582,1.067993943,.0015836966
10984,1993,.323063984,3.045491667,.00063104572
10000,1993,.308298117,1.969432409,.041950542
5247,1993,.088617612,2.810913136,.0016265647
1678,1993,.284480664,1.816955662,.0027563951
7116,1993,.166699582,4.590485907,.0031922376
9236,1993,.10671078,3.47020546,.00096388033
2111,1993,.220426453,1.946967008,.00087161071
5458,1993,.119132977,1.213199056,.0013468487
11456,1993,.402118044,2.307583232,.00020815858
10391,1993,.105076028,1.829459796,.0054992489
3336,1993,.151321427,2.29262114,.011313634
6078,1993,0,4.764044664,.013927016
1920,1993,.063176711,11.16501234,.0020973245
3946,1993,0,2.846247562,.0022110143
10576,1993,.55002368,12.22773923,.0012527008
11672,1993,.147722034,4.291323438,.0014004961
8726,1993,.01316461,4.114832502,.23948422
10580,1993,.172695248,2.25998098,.024831031
2812,1993,.341890405,1.511668888,.22364387
5038,1993,.154533192,3.240821584,.0039790934
3273,1993,.243508834,1.761566169,.002433799
3650,1993,.079310633,2.91913528,.0023584196
5501,1993,.027856391,1.277789405,.0011744971
5503,1993,.036564529,2.809516477,.0034629845
6513,1993,.215224825,1.858499609,.034291148
7679,1993,.207934675,4.696292257,.001409146
5526,1993,.192469516,1.544008387,.00039009936
8358,1993,.192746958,1.725702782,.0040378706
2916,1993,.028762481,2.76645181,.055423144
1318,1993,.373737899,3.578593324,.0026480071
2943,1993,.055248132,.928577086,.00049947365
4834,1993,.055443989,2.784302355,.003396794
3416,1993,.177056974,1.353090439,.000040125786
2290,1993,.407758699,.906598016,.0026792146
6288,1993,.094015336,2.808835802,.0086869691
4145,1993,.001951072,2.159899609,.0010198292
11566,1993,.218325264,1.8427051,.0049589006
2169,1993,.161297203,1.525951412,.07493405
5690,1993,.145043345,4.939644562,.0023193271
4462,1993,.341920508,2.753308282,.07313633
10809,1993,.376885127,.984883162,.043933917
2860,1993,.290216484,.877682787,.00027566397
7260,1993,.146480559,1.873077674,.0047972086
8290,1993,.328084944,1.658080748,.00041186958
5783,1993,.351906563,2.596769575,.0030367463
5786,1993,.043267099,1.851334271,.005135295
10405,1993,.241304642,5.138730838,.000027056818
5464,1993,.282224162,2.119407329,.0071138968
4159,1993,.006154758,1.908791572,.0015837642
10016,1993,.239203501,2.921092671,.0011477313
4079,1993,0,1.994957488,.031155856
7154,1993,.289932864,3.446072063,.00086730858
11060,1993,.183353908,1.922292313,.0003938865
7008,1993,.30167972,3.182374195,.0068503087
6830,1993,.046760473,3.103348852,.003508375
2154,1993,.156014369,3.264497462,.019513641
3955,1993,.092926496,1.153624504,.0031704986
9963,1993,.226778864,1.221887064,.00057484925
6386,1993,.196070164,1.438784829,.0011612561
5961,1993,.009425522,4.279480193,.022694435
7970,1993,.39523719,1.327630134,.00014017872
10407,1993,.28646718,2.342963045,.13171813
5460,1993,.457111443,2.296342795,.0049522971
6003,1993,.08579373,3.778083453,.00028866073
4191,1993,.412933855,1.599579788,.0011487416
1913,1993,.189749847,2.295506536,.0028876241
1891,1993,.142487087,4.532560343,.0016011592
1573,1993,.301909914,1.732956147,.0035828862
11483,1993,.281281425,1.327937489,.027278416
6036,1993,.020507898,.818564106,.025653226
6039,1993,.424994935,3.26549217,.052486844
10190,1993,.312440706,2.100100823,.0026061977
5726,1993,.066390271,3.152090529,.0023852731
7070,1993,.095534553,1.768561806,.074211404
4641,1993,.064769437,1.256280322,.02229628
6074,1993,.129753587,3.267934332,.0027634008
4843,1993,0,3.304914191,.059395764
10787,1993,.228540491,2.083888128,.0058928803
5187,1993,.456482045,3.270136928,.0006706565
7692,1993,.092858284,1.865167574,.01103422
9258,1993,.270674265,1.640295459,.0011147043
1655,1993,.217072592,1.319174397,.0022249662
9483,1993,.00266687,3.412452889,.0001913634
7065,1993,.115547285,4.399747308,.0019973652
9772,1993,.132037453,1.578228017,.0065611079
8684,1993,.244393691,1.28540561,.00035748925
3911,1993,.27697026,1.82572336,.0014907672
11691,1993,.024496922,1.315507056,.0044780723
9692,1993,.342804119,1.214314442,.00045384988
4817,1993,.059901792,1.407595404,.00043033183
4768,1993,.147044047,1.757047099,.17407811
3121,1993,.123694088,3.251536176,.00014621316
11049,1993,.051813452,.900622667,.011064747
3459,1993,.047741766,.700256036,.00030290434
5125,1993,.006556173,3.235473578,.00098985375
2593,1993,.308347315,2.38524229,.015766278
1177,1993,.011273829,.961811887,.00016890225
6301,1993,.255290181,2.121528789,.18621071
2044,1993,.085775106,3.433762725,.0050635198
9155,1993,.308394375,1.722987591,.023591869
7727,1993,.247151048,1.354963098,.0012947218
3066,1993,.072866549,1.415837348,.0011577377
4764,1993,.071865284,1.461161329,.0015182119
3054,1993,.019070359,2.569736146,.013371076
6357,1993,.062955911,2.407657814,.0049585789
4769,1993,.323540787,.8621839180000001,.0020652993
6379,1993,0,2.712712865,.096997842
11778,1993,.031321765,.947827457,.0015842698
7866,1993,.143089832,1.754363828,.07088092
9293,1993,.160596788,1.942379491,.016280139
4390,1993,.005839005,4.325746642,.016038826
2558,1993,.021749703,.915556729,.000016181753
4608,1993,.051954134,4.821934862,.0038600073
7646,1993,.013993566,1.712125361,.13554791
2968,1993,.054654142,1.066970584,.00045649355
4988,1993,.22247148,4.409965171,.0011961152
2193,1993,.354494289,1.841654372,.0049357666
7562,1993,.039406071,1.430369527,.00064326491
6529,1993,.258008036,2.699521943,.075539708
7904,1993,.206516358,2.146401477,.0031220003
6543,1993,.122009608,2.105848524,.039785501
2029,1993,.060782781,1.488728379,.0023679144
1465,1993,.113205402,1.19335658,.0014308407
6241,1993,0,1.337870751,.00040474354
4094,1993,0,9.442660173,.00050017843
1246,1993,.29957568,2.511700271,.0047184853
6574,1993,0,2.854892932,.046159446
10867,1993,.271248583,2.630134621,.00084324018
6475,1993,.168784486,2.636092317,.00061413238
6617,1993,0,2.79628866,2.1942528e-06
6742,1993,.006926297,1.089369439,.0011037342
4809,1993,.072950699,2.220327034,.010187431
3813,1993,.397012433,1.718220223,.0015508516
3736,1993,.080227778,1.502629079,.12623695
2269,1993,0,6.373063747,.0032977795
2605,1993,.265163714,2.199655311,.011917836
13051,1993,.021075675,1.948110539,.0027383987
9837,1993,.302094818,2.149392692,.0024415739
2019,1993,.034909762,1.412251191,.0020888413
3735,1993,.150549244,2.982456774,.02729444
1865,1993,.144079154,1.721344569,.0044654049
6743,1993,.111313781,3.314945227,.0014557882
8692,1993,.342144875,1.496201738,.00081804523
4779,1993,.055140105,2.082456837,.30356586
6768,1993,.001078993,1.823499731,.029762618
11359,1993,.080380096,1.964310902,.002624654
6062,1993,.469698666,1.769382043,.081270024
6803,1993,.346776115,2.309220276,.021015149
6815,1993,.055227565,4.676536883,.028931059
11247,1993,.081051127,1.902318364,.0015485833
2490,1993,.216607523,3.248463021,.0031733189
6639,1993,.264278472,3.24304642,.0021254963
6864,1993,.209826179,3.243474109,.00069336116
10565,1993,.002410216,1.856410952,.0038968057
6730,1993,.086786649,3.804480936,.000088811757
6944,1993,.309513488,2.402967453,.0047211694
5476,1993,.312923796,3.589292714,.015271534
1013,1993,.002892299,4.586969246,.0053642313
10815,1993,.014719219,1.187388968,.00064776669
7203,1993,.350557269,3.420746205,.051392432
4601,1993,.595275569,2.656150646,.00017862074
10453,1993,.016784126,2.357284912,.034071874
7772,1993,.008296618,2.152193578,.003791407
2633,1993,.181246332,1.390637196,.0015008198
8210,1993,.480482657,1.005459133,.0058097099
10909,1993,.024092987,1.309811366,.003457197
9611,1993,.28838836,2.518390063,.007543514
5918,1993,.261216893,2.033376088,.0027829427
7067,1993,.02544688,1.908569525,.0048776958
1213,1993,.388714372,2.134443298,.0056254375
2014,1993,.048604537,1.012562244,.0018090662
11271,1993,.052441952,1.445680858,.00006791114
10247,1993,.195278104,4.075309572,.0035618886
