yyyymmdd,yyyy,deal_value,public,private,tender_offer,all_stock,carbidder,bidder_size,sigma_bidder,run_up_bidder,hostile,horz,relsize,bidder_mtb,bidder_fcf,bidder_lev
20080528,2008,18,0,1,0,0,0.15548889,30220.66,0.0541352,0.56439579,0,0,0.72000003,0.96448612,-0.040016603,0.19792445
20080516,2008,215.31,1,0,0,1,0.2656216,401410.09,0.047123201,0.37094349,0,1,0.56216711,1.5977172,-0.15488555,0.31130707
20080515,2008,1808.1899,1,0,1,0,-0.035078298,1285337,0.0179813,0.74398363,0,0,0.12235688,0.9217633,0.03044259,0.17483465
20080515,2008,6.4000001,0,1,0,0,0.0116859,449938.41,0.043722499,0.66370988,0,0,0.011053541,3.1704047,0.010032603,0
20080513,2008,12565.03,1,0,0,0,-0.058977999,120000000,0.018718701,1.0934581,0,0,0.11123433,2.0687113,0.081894949,0.0563366
20080512,2008,223.62,1,0,1,0,0.063000903,1006092,0.027736399,0.89823788,0,1,0.23942183,2.2385104,0.11721747,0.18892695
20080508,2008,72.550003,1,0,0,0,-0.17173161,324118.5,0.0356039,1.01333,0,0,0.20265365,2.0574722,0.043050356,0.17554803
20080508,2008,18,0,1,0,0,0.0125586,305134.91,0.0472215,0.60554922,0,1,0.057142857,3.0561221,-0.083395176,0
20080506,2008,128.81,0,1,0,0,-0.096375003,469543.59,0.039244,0.88306922,0,1,0.26395491,4.980876,0.023579635,9.72E-05
20080505,2008,4.48,0,1,0,0,-0.0074581,261314.2,0.059017401,0.39135,0,0,0.020180181,6.2664161,-0.15157086,0.023395723
20080501,2008,70,0,1,0,0,-0.056338899,2386260,0.035319399,0.55935198,0,1,0.033428844,2.8868837,0.041526247,0.4623414
20080501,2008,225,0,1,0,0,0.083803803,5392.5298,0.099512599,0.89571279,0,1,12.17,0.81038374,-0.19636455,0.04103839
20080430,2008,462.81,1,0,0,0,-0.0095517,677562.13,0.032010298,0.73578358,0,0,0.60027236,1.7664046,0.10459401,0
20080430,2008,1708.21,1,0,0,0,-0.1297545,1436356,0.025199801,1.9045711,0,1,1.1077886,1.2200266,0.096018054,0.21168467
20080424,2008,20.25,0,1,0,0,0.096967898,72116.383,0.041727599,0.32865971,0,0,0.26298702,1.1950134,0.061632544,0.2110804
20080424,2008,2345.52,1,0,0,1,0.086007297,574317.13,0.041699301,0.4975712,0,1,11.669254,1.249892,0.010371471,0.48917031
20080421,2008,261.64001,1,0,1,0,0.0921361,1089282,0.048141599,0.89965951,0,0,0.28103116,2.4347634,0.083988361,0
20080418,2008,12,0,1,0,0,0.0337849,58622.219,0.022638001,0.81459349,0,0,0.22222222,1.1566215,0.033413783,0.042660233
20080415,2008,9,0,1,0,0,0.038561899,399025.81,0.025891401,1.272521,0,1,0.023136247,2.6274188,0.051590171,0.096333303
20080414,2008,2958.29,1,0,0,1,-0.068419099,4717586,0.041939698,0.51773161,0,1,1.0968817,0.82229424,0.049717791,0.24630663
20080410,2008,17.84,1,0,0,0,-0.1199779,434016,0.029775601,2.155843,0,1,0.041200925,3.4259655,-0.17367697,0
20080409,2008,6.5999999,0,1,0,0,-0.010241,357030.5,0.0287404,0.74387121,0,1,0.021782178,1.2117302,0.065651506,0
20080407,2008,1.7,0,1,0,0,0.002915,57976.801,0.0251981,0.5205549,0,0,0.039534885,0.84496129,0.048577692,0.056570735
20080407,2008,1803.9,1,0,1,0,0.040454399,3697120,0.0205354,1.083395,0,0,0.52838314,4.013937,0.22423162,0.064612299
20080402,2008,862,0,1,0,1,0.14450359,936884.5,0.045476001,0.72943848,0,1,0.85009861,1.4530928,0.058710549,0.008075617
20080331,2008,4.8800001,0,1,0,1,-0.01291,184165,0.039187402,2.846457,0,0,0.02887574,1.9713476,0.064895064,0.23570397
20080331,2008,83,0,1,0,0,0.042096801,1939777,0.022267699,1.1963069,0,1,0.044671688,1.8067424,0.043009568,0.65881568
20080331,2008,858.42999,1,0,0,0,0.0111026,2822166,0.025208101,1.455225,0,1,0.29468933,3.68332,0.085002251,0.054091025
20080328,2008,43.799999,0,1,0,1,-0.1276962,46001.52,0.0601977,0.50752741,0,0,0.91249996,3.0038979,-0.86188084,0
20080325,2008,22.459999,0,1,0,0,0.056650601,88002.203,0.034702498,1.184118,0,0,0.24955554,2.6624534,0.05418399,0
20080324,2008,310,1,0,1,0,0.1805989,958135.69,0.032033101,0.67556733,0,1,0.32804233,1.1827362,0.012220151,0.17915878
20080320,2008,226.72,1,0,0,0,0.0377471,3503541,0.0208092,0.91624713,0,1,0.067941263,2.0315378,0.049856398,0
20080310,2008,68.980003,1,0,0,0,0.034892399,783113.88,0.030618399,0.94436401,0,1,0.10811913,1.7376543,0.039890122,0
20080225,2008,53,0,1,0,0,0.0825193,1375714,0.020821501,1.411621,0,1,0.03897059,3.3716435,0.088392958,0
20080225,2008,75,0,1,0,0,0.0577682,432752.69,0.071214803,1.06408,0,0,0.22189349,2.3397467,0.019091407,0
20080221,2008,573.90997,1,0,1,0,0.069754399,8784950,0.0183562,0.83755893,0,0,0.075944155,2.5066049,0.11422659,0
20080221,2008,53.009998,1,0,0,1,-0.094818301,150619.91,0.039610099,1.950847,0,0,0.35817567,1.0550183,-0.084103785,0.22069788
20080220,2008,75,0,1,0,0,-0.0002136,4324044,0.0152599,0.95313352,0,0,0.1659292,2.3625607,0.082547083,0.20573992
20080219,2008,3190.8501,1,0,1,0,0.0499449,15900000,0.020282499,0.93206418,0,0,0.20344619,2.2340198,0.11018505,0.037865866
20080214,2008,7,0,1,0,1,-0.001237,208593.8,0.0329675,0.66830683,0,0,0.033816423,1.5153266,0.25274089,0.20779449
20080213,2008,66.800003,1,0,0,1,0.038520198,1170489,0.0332768,1.048471,0,1,0.061851855,1.9879254,0.081748851,0
20080213,2008,2,0,1,0,1,0.429171,13633.25,0.045511201,0.42703941,0,0,0.2,1.4564795,-0.50632656,0.032295916
20080208,2008,101.75,0,1,0,0,0.1544317,2038144,0.037741799,1.799661,0,1,0.047882352,2.050724,0.044966538,0
20080207,2008,43.900002,0,1,0,0,0.0082717,541618.81,0.0225049,0.9045729,0,1,0.082518801,1.3225837,0.035253063,0.57455695
20080205,2008,55,0,1,0,0,0.018150199,495157.5,0.020037901,0.9667452,0,1,0.10700389,1.2386749,0.037210125,0.35054457
20080204,2008,14,0,1,0,0,-0.092897601,543847.5,0.0256023,0.57452238,0,0,0.026022306,1.0212766,0.021990595,0.21434274
20080201,2008,1029.41,1,0,1,0,0.088801801,3781102,0.017718101,0.79500657,0,0,0.29691666,1.9410897,0.085092269,0.032963891
20080130,2008,23.299999,0,1,0,0,-0.0430669,790423,0.0233627,0.85825551,0,1,0.025888888,1.326026,0.076715909,0.35528401
20080128,2008,1156.95,1,0,0,0,-0.091218099,2762277,0.019804399,1.418914,0,0,0.37105516,1.3530054,-0.050121427,0.27988875
20080124,2008,157.75,0,1,0,0,0.050674699,1147222,0.027559699,0.73972052,0,0,0.17450221,1.9574347,0.004381235,0.33842483
20080123,2008,35.810001,1,0,1,0,0.120738,146598.3,0.0414025,0.40969601,0,1,0.24195947,1.1364605,-0.02059379,0
20080122,2008,305.17001,0,1,0,0,-0.13329171,3509119,0.0288864,1.123006,0,0,0.10165557,2.3664832,0.034262683,0.33108842
20080117,2008,42.5,0,1,0,0,0.034175899,43715.871,0.0259209,0.23845451,0,0,1.5178572,0.71967679,-0.007054501,0.15887325
20080116,2008,1000,0,1,0,0,-0.0046351,16600000,0.020798501,0.6706866,0,0,0.015938794,1.7204092,0.029864881,0.079808056
20080116,2008,46.25,0,1,0,0,-0.13328271,653554,0.037107099,0.59304881,0,0,0.086287312,2.7954879,0.16462216,0.000162968
20080114,2008,493.69,1,0,1,0,-0.0247522,6249922,0.0276554,0.89318508,0,0,0.079015687,1.6702454,0.09719298,0.20890395
20080110,2008,993,0,1,0,0,-0.0146096,1050392,0.0307528,0.73244369,0,0,1.0195072,1.2826024,0.045371246,0.37085578
20080110,2008,4.6599998,0,1,0,0,0.0082351,36479.25,0.0365857,1.125327,0,0,0.14121212,2.8302245,-0.22077045,0
20080108,2008,410,0,1,0,0,-0.093562901,1141481,0.025262401,1.288713,0,0,0.37962964,1.7400857,0.075067602,0.012743607
20071226,2007,9.8199997,1,0,0,0,0.079086997,106681.3,0.0306766,0.71947843,0,1,0.09627451,3.5934713,0.076616526,0
20071221,2007,141.25,0,1,0,1,0.071549997,76964.438,0.034312598,0.76551563,0,0,2.0178571,1.2577465,0.035960525,0.099825844
20071220,2007,7.4000001,0,1,0,0,0.0022412,40607.281,0.0216673,1.0466779,0,0,0.185,1.4850899,0.077494793,0.13150729
20071217,2007,9750.75,1,0,0,0,-0.1495298,14800000,0.018654101,1.137445,0,0,0.74382102,1.5432974,0.087955609,0.074527204
20071217,2007,7513.4502,1,0,0,0,-0.13319141,27100000,0.0277231,1.918244,0,1,0.322355,1.6339732,0.075837374,0.092545986
20071213,2007,906.39001,1,0,0,1,-0.093757004,3657455,0.0274879,0.92534453,0,1,0.34306964,2.689419,0.19209319,0.74676675
20071213,2007,55.049999,0,1,0,0,-0.0261635,1533330,0.0257292,1.132268,0,1,0.032192983,3.4084604,0.051305011,0
20071212,2007,387.94,1,0,0,0,-0.095205799,2484300,0.0186565,0.65951502,0,1,0.19310105,1.8515329,0.11774348,0
20071211,2007,149.92,1,0,1,1,-0.054764599,2728767,0.018860999,1.330397,0,1,0.033138815,1.740011,-0.015511558,0.17949273
20071211,2007,161.87,1,0,0,0,-0.0291961,3339922,0.0217267,0.78781801,0,0,0.053634856,1.8749025,-0.049329549,0.29467228
20071210,2007,63,0,1,0,0,-0.101774,731344.63,0.0295498,0.73370367,0,0,0.079545453,4.1607614,-0.055601873,0.000426563
20071207,2007,2873.25,1,0,0,1,-0.2301662,1413907,0.0240927,0.95333987,0,0,2.0435634,2.2136903,0.04031527,0.29484576
20071203,2007,32.57,1,0,0,0,-0.0065854,2574880,0.016263301,0.87613392,0,0,0.013117197,5.5265765,0.25274089,0
20071203,2007,922.59003,0,1,0,0,0.3007589,894427.88,0.0309972,1.222666,0,1,0.87283826,2.3360677,0.042662866,0.05277859
20071130,2007,26,0,1,0,0,-0.0081002,1048344,0.025674,1.131189,0,0,0.02895323,3.8388126,0.067030974,0
20071129,2007,686.21997,1,0,0,1,0.20627791,852567.31,0.033224601,0.62777382,0,1,0.56947714,2.238498,0.095314391,0.26293996
20071126,2007,76,0,1,0,0,0.0043652,2822096,0.018454,1.073747,0,0,0.041507374,2.3861084,0.073878884,0.12724297
20071118,2007,3214.72,1,0,0,0,-0.0161076,26500000,0.0191702,1.077583,0,1,0.11908576,7.6499481,0.025214279,0.15442809
20071114,2007,31.07,0,1,0,0,-0.0580259,53324.781,0.052046299,1.8602099,0,0,0.49317461,1.1411772,0.067097686,0
20071114,2007,140,0,1,0,0,0.033824202,485619.81,0.0335625,1.018598,0,0,0.28513238,0.92664409,0.032577768,0.0034281
20071113,2007,282.29001,1,0,0,1,-0.076110303,324034.69,0.032293402,1.835328,0,1,0.87667704,1.4914982,-0.0857035,0.026200235
20071112,2007,5271.9502,1,0,0,0,-0.0087818,158000000,0.0112706,1.043721,0,0,0.032414842,2.1415699,0.091210261,0.13348316
20071112,2007,40,0,1,0,0,-0.0581927,3337193,0.025527401,1.883985,0,0,0.010075566,3.1258914,0.12641264,0.25938046
20071107,2007,319,0,1,0,0,0.0254244,789623,0.029316001,0.78145659,0,0,0.31397638,2.6664634,0.064007334,0
20071106,2007,156.67999,0,1,0,0,-0.036434099,2961281,0.0284073,1.82142,0,1,0.044035975,2.1288736,0.067350551,0.51450825
20071105,2007,1400,1,0,0,0,0.0266793,63500000,0.0149692,0.97091341,0,0,0.022402868,2.9342976,0.10076068,0.022196217
20071102,2007,322.48001,0,1,0,0,-0.056586701,400770.81,0.019105701,0.86762089,0,0,0.75345796,1.4199266,0.13247171,0.27819735
20071102,2007,340,0,1,0,0,-0.024920501,1655164,0.0138077,0.85341913,0,1,0.20444979,1.5423639,0.069971934,0.26953873
20071031,2007,6.8000002,0,1,0,0,0.049674898,126754.3,0.051204,1.575562,0,1,0.050000001,2.5456812,0.043329533,0.49119157
20071031,2007,367.95999,1,0,0,0,-0.018009201,9736587,0.016374299,0.9764412,0,0,0.037167676,1.2543681,0.028915154,0.10277871
20071030,2007,96.400002,0,1,0,0,0.037866,367351.91,0.026638201,1.891142,0,0,0.18432122,1.6587563,0.11322344,0
20071026,2007,43,0,1,0,0,0.073016502,256454.41,0.0342145,2.3115909,0,0,0.11111111,2.253314,-0.12083361,0.18434699
20071025,2007,376.62,1,0,0,0,0.1006276,1461599,0.0401299,2.304117,0,1,0.20830752,5.2953176,-0.057133347,0.030626433
20071024,2007,77,0,1,0,0,-0.1242692,603048,0.028706299,1.527054,0,1,0.10171731,2.9065716,0.003752321,0
20071018,2007,6.0900002,0,1,0,0,-0.077831201,67743.477,0.065448903,0.83310759,0,0,0.09822581,1.9266961,-0.71206701,0.14436378
20071018,2007,45,0,1,0,0,-0.041576602,3488808,0.0264789,1.50194,0,1,0.012816861,1.6624516,-0.017986776,0.28337574
20071017,2007,52,0,1,0,0,0.0132342,598488,0.0226654,0.90044677,0,1,0.082934611,1.768584,0.015100156,0
20071017,2007,161,0,1,0,0,0.0012061,1998193,0.024466,0.92787951,0,0,0.081067473,2.5789452,0.11368822,0.021918418
20071016,2007,288.03,1,0,0,0,0.080392398,186373.2,0.0212784,0.77110338,0,0,1.4620812,2.3117909,0.031213479,0.74676675
20071016,2007,347.20001,0,1,0,0,0.032553598,1324779,0.0209939,1.032985,0,0,0.2797744,3.1763141,-0.000856424,0.74676675
20071015,2007,260.01001,1,0,1,0,-0.040212601,10600000,0.0154478,1.25911,0,0,0.030825134,1.6233907,0.078091554,0.12962253
20071015,2007,1.2,0,1,0,0,-0.0096614,71596.25,0.027176401,0.91863531,0,0,0.015789473,1.5892066,0.064079672,0.066088267
20071015,2007,10.8,0,1,0,1,-0.030667,36175.879,0.048186701,0.66602582,0,0,0.25714287,3.0951622,-0.1624186,0.19092093
20071015,2007,2956.0601,1,0,1,0,-0.029289501,23000000,0.0125111,1.039286,0,0,0.12157352,2.2192326,0.087221377,0.18834208
20071012,2007,8056.0498,1,0,0,0,-0.048576701,98900000,0.0146837,1.093277,0,1,0.078145035,3.3734426,0.12362605,0.18034826
20071010,2007,64.269997,1,0,0,0,0.042397998,346887,0.022428799,0.81000262,0,0,0.19358432,3.0479412,-0.007465992,0
20071009,2007,1273.49,1,0,1,0,0.025939001,17600000,0.0151505,0.94008273,0,1,0.066055812,1.7031212,0.053842701,0.11230049
20071009,2007,4.1999998,0,1,0,1,0.069188997,28563.66,0.078916498,1.955843,0,0,0.1235294,1.7641627,-0.89407539,0
20071008,2007,421.04999,1,0,0,0,-0.0005259,1301013,0.0263306,0.49944761,0,0,0.3632873,1.0419004,-0.041626699,0.2844376
20071008,2007,860.48999,1,0,1,0,0.0264215,14000000,0.0168013,1.177375,0,0,0.12398991,1.5206915,0.04022792,0.32393163
20071005,2007,1.4400001,0,1,0,1,-0.0149921,21805.461,0.027866499,0.92147511,0,0,0.072000004,1.766444,0.10303905,0
20071001,2007,301.32999,1,0,1,0,0.0010342,3365228,0.0120131,1.20749,0,0,0.092831172,1.4629799,0.047134988,0.060462762
20070923,2007,705.98999,1,0,0,0,-0.19872241,1871355,0.022094101,1.064185,0,1,0.41261834,1.7443173,0.14016578,0.27230832
20070920,2007,101,0,1,0,0,0.0511395,714589.38,0.025070701,1.042154,0,0,0.14285715,1.3949361,-0.081440479,0
20070914,2007,3,0,1,0,0,0.031547301,165755.59,0.023328301,0.88309252,0,0,0.015544041,2.2985971,-0.28118414,0.2050267
20070912,2007,3,0,1,0,0,0.0213237,93424.797,0.026324401,1.105689,0,0,0.041666668,1.5892066,0.064079672,0.066088267
20070912,2007,41,0,1,0,0,0.056974702,184008,0.017968001,1.074239,0,0,0.024131842,1.4373599,0.050599195,0.22856721
20070912,2007,69.040001,0,1,0,0,-0.026873801,12782.97,0.061708201,1.205523,0,0,5.3107691,1.6511334,-0.098782331,0.008069746
20070907,2007,95,0,1,0,0,-0.024530901,1301456,0.040682402,2.5512159,0,1,0.060702875,5.2953176,-0.057133347,0.030626433
20070906,2007,61,0,1,0,0,-0.1346447,866224.81,0.029629201,0.74294382,0,1,0.10200669,1.4199531,0.03724153,0.27099887
20070905,2007,734.59003,1,0,0,0,0.0151192,1230205,0.0123171,1.171142,0,0,0.59625816,1.4919868,0.062868007,0.47261792
20070904,2007,37.5,0,1,0,0,0.0306547,2162384,0.0171255,1.2297339,0,0,0.01860119,1.5466166,0.05060371,0.22548042
20070904,2007,2.5,0,1,0,0,0.0106892,42441.84,0.045164399,0.4559916,0,0,0.071428575,2.361367,-0.37113333,0.25154665
20070831,2007,31.129999,0,1,0,0,0.082741998,67095.758,0.029233299,1.248063,0,0,0.49412698,1.4720982,0.024168266,0
20070828,2007,1279.17,1,0,0,0,-0.019577,21800000,0.018931299,1.3183939,0,0,0.058128241,1.5498406,0.043800086,0.060216431
20070828,2007,38,1,0,0,0,0.0019014,2405184,0.0171944,1.169876,0,1,0.01642178,1.740011,-0.015511558,0.17949273
20070827,2007,151.99001,0,1,0,0,-0.067276098,386687.69,0.022303,0.97972918,0,0,0.39375648,1.8845779,0.074496917,0
20070826,2007,1942.48,1,0,0,0,-0.078807399,12700000,0.023607399,1.207709,0,1,0.16813642,1.4067053,0.12979406,0.089079916
20070816,2007,1226.99,1,0,1,0,-0.018459599,6656265,0.013581,0.88183433,0,1,0.19625559,2.8568099,0.13090114,0.17064704
20070815,2007,450.17001,1,0,0,0,-0.1162324,3357803,0.0141646,1.104839,0,1,0.12470084,1.9526296,0.095687792,0.21140157
20070813,2007,905.58002,1,0,0,0,-0.028435601,1243392,0.0238833,0.77165103,0,1,0.72913045,1.4495947,0.076554149,0.22549681
20070807,2007,46.529999,1,0,0,0,-0.0027558,1383870,0.0124387,1.1226569,0,0,0.033864629,2.4133697,0.047923952,0.000827877
20070807,2007,287.01001,1,0,0,0,0.063723803,10300000,0.0093417,0.87399149,0,0,0.027759939,3.1904056,0.083409041,0.12604932
20070806,2007,210,0,1,0,0,-0.29476699,3280740,0.0270626,1.37669,0,1,0.060728744,3.1577964,0.090478413,0
20070806,2007,179.67,1,0,0,1,-0.027793201,2220241,0.0167147,1.2268471,0,0,0.07470686,1.740011,-0.015511558,0.17949273
20070802,2007,4289.98,1,0,0,0,-0.049268302,9783612,0.0115939,1.000441,0,0,0.4512918,2.0539706,0.071396664,0.11949729
20070801,2007,102,0,1,0,0,0.008125,2036592,0.0161495,1.3287719,0,0,0.047977421,1.5466166,0.05060371,0.22548042
20070731,2007,6185.3198,1,0,0,0,-0.0142252,42500000,0.016797099,1.442137,0,0,0.28639719,1.5696156,0.16077973,0.099283189
20070730,2007,160,0,1,0,0,-0.0128319,758538.13,0.025307899,1.314131,0,0,0.18518518,3.2527816,0.18837519,0.074564718
20070730,2007,20,0,1,0,0,-0.0035833,182028.2,0.0216827,0.69402629,0,0,0.10989011,1.4218851,0.023686329,0
20070727,2007,4067.51,1,0,0,0,-0.0220224,60900000,0.0116624,0.9451654,0,0,0.068776481,3.5391314,0.14360394,0.28587535
20070725,2007,35,0,1,0,0,-0.2057903,218826.59,0.037052199,0.55555511,0,0,0.25735295,4.5001106,-1.1932774,0.74676675
20070723,2007,1704.3199,1,0,1,0,-0.0455027,122000000,0.0112494,1.0598921,0,0,0.014481065,1.8257401,0.075602882,0.030372892
20070723,2007,43.5,0,1,0,0,-0.1105279,1619464,0.016368801,1.0409141,0,0,0.027018633,2.1958714,0.139387,0.000459655
20070723,2007,2118.6101,1,0,0,0,-0.0553407,3082196,0.0102262,1.283851,0,1,0.65449804,1.5636082,0.059316199,0.2065957
20070722,2007,780.64001,1,0,0,0,0.022985199,1054932,0.020258401,0.79131359,0,1,0.75937742,2.9474978,-0.14843294,0.015183121
20070719,2007,2,0,1,0,0,-0.1154992,39918.449,0.080074899,1.1882859,0,1,0.054054055,1.6853441,-0.53376722,0
20070718,2007,23,0,1,0,0,0.0792915,228381.3,0.043912102,0.70478892,0,0,0.08880309,1.1580727,0.022697855,0.15021223
20070717,2007,806.98999,1,0,0,0,0.1182423,1299686,0.019471901,0.95780158,0,0,0.62267745,2.4603662,0.078665026,0.16295062
20070717,2007,3546.5801,1,0,0,0,-0.045104802,3492229,0.0170782,0.99617511,0,1,0.9634828,1.9388027,0.24346508,0.095606253
20070716,2007,452,0,1,0,0,0.027864501,2703261,0.0274987,1.387905,0,0,0.15337631,3.1498718,0.078881487,0
20070712,2007,1208.42,1,0,0,0,0.096396901,5650967,0.013998,1.227429,0,0,0.21718548,2.2345941,0.083285451,0.51873845
20070709,2007,135,0,1,0,0,-0.1113885,575248.13,0.021221999,0.78070951,0,1,0.23316061,2.6027133,0.056822989,0.000991595
20070705,2007,18.5,0,1,0,0,0.0383077,167826.2,0.0227316,0.66813481,0,1,0.10882353,1.7936026,0.0988717,0
20070705,2007,81.43,1,0,1,0,0.074686699,203961.3,0.014789,1.097942,0,1,0.047619883,2.1192729,0.11578206,0.042337965
20070702,2007,967.23999,1,0,1,0,0.016212,44500000,0.0126901,0.7491858,0,0,0.021439908,3.3193521,0.10218842,0.002259049
20070702,2007,375.13,1,0,0,0,-0.0132906,528630.13,0.0167125,1.165664,0,1,0.64455324,1.4816703,0.014913796,0.66773158
20070629,2007,5407.0698,1,0,0,0,0.0492373,242000000,0.0112591,1.127663,0,0,0.021637799,1.3971976,0.02718062,0.18498415
20070628,2007,56.509998,0,1,0,0,0.0036382,1652819,0.0195025,0.69973058,0,0,0.035164904,3.1352499,0.081187092,0.21133666
20070628,2007,985.37,1,0,1,0,0.0281875,3924960,0.020406,0.96866697,0,1,0.23607332,2.5534704,0.1903246,0.009357064
20070627,2007,1790.0601,1,0,0,0,0.026163001,9791855,0.0123772,1.250026,0,0,0.17838167,1.5915798,0.033953864,0.38632026
20070627,2007,64.800003,0,1,0,0,0.0009341,109426,0.025580499,1.182223,0,0,0.61132079,2.2846479,0.086695567,0.003567449
20070627,2007,2611.5701,1,0,0,0,0.062247399,2926555,0.023161501,1.5473911,0,0,0.80878603,1.8304347,0.099912241,0.2081425
20070626,2007,112.02,1,0,0,0,-0.037228901,156429.59,0.026591999,0.82904339,0,0,0.73215681,1.7808334,0.0920844,0.002077978
20070625,2007,37.580002,0,1,0,0,-0.1554258,306334.69,0.028015099,1.297133,0,1,0.1371533,5.1622748,0.050836895,0
20070625,2007,264.14001,1,0,0,0,-0.045902502,1027170,0.0144235,0.92015451,0,0,0.24616963,1.5717191,-0.014681442,0.20701757
20070621,2007,283,0,1,0,0,-0.0031563,1333179,0.0342241,0.78780568,0,1,0.24651568,3.7462401,0.00654552,0.000351822
20070620,2007,90,0,1,0,0,0.0108801,1756378,0.015628399,1.088429,0,1,0.052143686,1.5791769,0.050781853,0
20070619,2007,4,0,1,0,0,0.0067177,86221.102,0.026202399,1.405244,0,0,0.050000001,1.5892066,0.064079672,0.066088267
20070618,2007,568.63,1,0,0,0,-0.031300802,434120.31,0.024114501,0.96828759,0,0,1.2778202,4.5162988,0.16556185,0
20070615,2007,4,0,1,0,0,-0.0011482,271048.5,0.0246439,0.87271512,0,0,0.016806724,2.6495764,0.13769613,0
20070613,2007,9.8000002,0,1,0,0,0.0083802,158354.3,0.0210196,1.426474,0,1,0.067123286,0.99706495,0.006771729,0.41118699
20070612,2007,226,0,1,0,0,0.0120319,15300000,0.024803299,1.042313,0,1,0.013022183,3.7732229,0.077723846,0
20070612,2007,25,0,1,0,0,0.040334798,538120.88,0.020125,0.68575019,0,0,0.048262548,1.5584606,-0.025830489,0
20070611,2007,4.5,0,1,0,0,0.0087537,77078.398,0.059477001,4.687799,0,1,0.031690139,2.5456812,0.043329533,0.49119157
20070606,2007,14,0,1,0,0,-0.068334803,603159,0.0206143,0.77963662,0,0,0.023972603,1.64588,0.032866962,0.039638355
20070605,2007,8,0,1,0,0,0.048794199,42456,0.042212501,1.46764,0,1,0.18181819,0.86846596,0.007967033,0.11540293
20070604,2007,350.48999,1,0,0,1,-0.043731801,2080755,0.0178953,1.1021399,0,0,0.18996747,1.740011,-0.015511558,0.17949273
20070604,2007,78.589996,0,1,0,1,0.092479303,424920.81,0.0411123,1.11025,0,0,0.19501239,2.4707756,-0.38957974,0.045387074
20070601,2007,24.200001,0,1,0,0,-0.016612301,180388.7,0.0162916,0.90168369,0,0,0.13828571,2.3132229,0.037883759,0
20070529,2007,339.70999,1,0,1,0,0.032865599,15700000,0.0127855,0.80125469,0,1,0.019428652,2.4651864,-0.002335775,0.11261046
20070529,2007,647.56,1,0,0,0,0.0059107,6913281,0.012075,1.112932,0,1,0.092561461,1.7857716,0.055487067,0.67941773
20070528,2007,3101.6299,1,0,0,0,0.092203803,2259290,0.0135434,0.99900419,0,0,1.3386405,1.2838115,0.043785635,0.057920311
20070525,2007,190,0,1,0,0,0.021218199,690860.81,0.0276738,1.131695,0,1,0.2729885,1.085385,-0.012938704,3.34E-06
20070523,2007,59,0,1,0,0,-0.004287,382272.91,0.017540099,0.7991662,0,1,0.15902965,1.4753672,0.052876554,0.18222511
20070522,2007,51.799999,0,1,0,0,0.090177797,147750.5,0.048696298,3.1162961,0,0,0.185,7.6499481,-0.61442882,0.003676937
20070521,2007,418.57001,1,0,0,0,0.103469,1246356,0.0172807,0.93827373,0,1,0.33566159,1.4079535,0.09147571,0.15410937
20070520,2007,5757.1401,1,0,0,0,-0.0291394,3123239,0.0224155,1.109652,0,0,1.8138437,2.9638329,0.032028545,0.007198043
20070518,2007,6333.1201,1,0,0,0,0.005013,273000000,0.0111813,1.118037,0,0,0.02281145,3.7923703,0.18102792,0
20070517,2007,104.04,1,0,0,0,0.034788899,8744033,0.0116785,0.85663271,0,1,0.011008359,1.2543681,0.028915154,0.10277871
20070517,2007,21,0,1,0,0,0.0369271,53972.801,0.0221818,1.140612,0,0,0.38908488,1.4074185,0.025530225,0.092801087
20070515,2007,9.3000002,1,0,0,1,-0.0480363,43066.16,0.028203599,0.93643612,0,0,0.21627907,1.5179386,0.065655373,0.080824755
20070514,2007,1604.65,1,0,1,0,0.00971,28000000,0.0110588,0.92861122,0,0,0.056161627,1.7673478,0.053251248,0.1112214
20070514,2007,33.470001,0,1,0,0,0.0085681,308849.59,0.024901301,1.157328,0,0,0.10142425,2.553683,0.090702347,0.28513804
20070511,2007,92,0,1,0,0,-0.074359901,173977.8,0.023918301,0.93121701,0,1,0.52272725,1.3229989,-0.15773791,0.1016354
20070508,2007,191.34,1,0,0,1,0.024364499,482548.09,0.0136846,0.87370199,0,1,0.39289528,1.1707993,0.019051507,0
20070507,2007,17639.971,1,0,0,0,-0.0557133,26000000,0.0102675,0.95340872,0,0,0.66530776,1.8031348,0.045648716,0.18284324
20070503,2007,789.46002,1,0,0,0,-0.0049994,1142708,0.0269944,0.77429092,0,1,0.6634118,1.9358015,0.08876729,0.21185793
20070502,2007,100,0,1,0,0,0.25800911,320991,0.021405799,1.48513,0,0,0.29673591,4.6854811,0.18075436,0.085766159
20070501,2007,5109.6499,1,0,0,0,-0.057673,48500000,0.0114919,1.057984,0,0,0.068432502,1.5410972,0.049639005,0.20097442
20070501,2007,78,0,1,0,0,-0.016647801,1191320,0.0236941,1.072835,0,0,0.063777596,1.0233041,-0.02529039,0.065350689
20070430,2007,91.589996,1,0,1,0,-0.0001101,573390.13,0.018491801,0.95934987,0,0,0.16239361,1.5394679,0.0294363,0.31031695
20070427,2007,44.950001,1,0,1,0,0.0055568,1138033,0.023388101,1.286666,0,0,0.037364922,3.7170763,0.060140647,0
20070425,2007,786.53998,1,0,0,0,-0.029148901,2693891,0.016483501,1.248279,0,0,0.28874448,1.317716,0.027301293,0.36619791
