"","a","b","s","h","w","ta","tb","ts","th","tw"
"1",-0.494249176396622,1.20472436983043,-0.208832832338857,-0.216342182017572,-0.247734601981085,-0.856093342629793,5.05357926303464,-0.756301668106463,-0.578434011048641,-1.01282814984795
"2",0.612842006259941,0.607002012923183,-0.340332025899171,-0.0909771650049305,0.143528734196427,2.23616856331135,7.81245349308856,-2.64805634115787,-0.685569779149293,1.56231720585471
"3",0.526501411545481,0.690117944621793,-0.624428075485208,-0.23455944291295,0.297437320346109,1.49902945050365,6.93067042447245,-3.79106680038666,-1.37919857716442,2.52627389324388
"4",0.543779918708083,0.606992248376133,-0.450560986821411,-0.146770346065702,0.246273996775775,2.11524701570229,8.32841527756872,-3.73731668631337,-1.17906975006672,2.85779342688907
"5",0.65058481740347,0.968105219873702,-1.12384593540306,-0.088177143493084,0.327266405644917,1.74211658028251,9.14401971067099,-6.41724262218076,-0.487632417308103,2.61426173152194
"6",0.216024633467644,0.937881758808173,0.121140545945462,-0.101476878596463,-0.280426134363118,0.48566627957779,7.43745009835789,0.580754509294293,-0.471156327014493,-1.8807345730334
"7",0.450668794412931,1.3194341038875,0.309733684987436,-0.575847213555796,-0.0944382580432808,0.831444154311163,8.58627124257864,1.21851933958775,-2.19404797774794,-0.519754087543491
"8",-0.223296838046853,1.07483492977277,0.420986311214637,-0.00932923510987675,-0.130450561515812,-0.673284550751601,11.4313928292095,2.70677676877226,-0.058093209055132,-1.17337377515823
"9",0.0941438731751016,0.686556068991539,-0.368666718959938,-0.0276032350695297,0.0508618563469784,0.390574032674774,10.0468198831846,-3.26147180207469,-0.236501849642531,0.629474091861919
"10",0.227792174163482,0.921474303774346,0.107036972020303,-0.17898997957159,0.272056884188997,0.49827909902876,7.10981665427362,0.499270694968913,-0.808585302152717,1.77528441090002
"11",0.0307432914277933,0.818839533105288,0.605324820460568,-0.0980220935714939,0.0319891801195015,0.0741535762556615,6.96661551451503,3.11342645179363,-0.488280034423566,0.230175553985338
"12",0.198867084905842,0.848961442761309,0.287511735169593,-0.395559355281112,-0.05549881939007,0.675237796201497,10.1677089047854,2.08169836847489,-2.77375916376275,-0.562149630518742
"13",0.348088196687142,0.828817167753484,-0.0430263537150219,-0.620830027460518,-0.00908108671707532,1.25449008765647,10.5360537369774,-0.330659397643842,-4.62076524173105,-0.0976315330290253
"14",-0.0875592019190981,1.29194061597129,0.133364722709582,-0.0720300950104133,-0.282767926327853,-0.317603020308075,16.5297651318992,1.0315545184666,-0.539585251465139,-3.05975973460755
"15",0.401672864711425,1.00794312536976,0.496621256986176,-0.0629201300872953,0.119127399617779,1.45966200188839,12.9198400691637,3.84834061030037,-0.472207275679305,1.29141497947931
"16",0.300797942891147,1.19668241090881,0.472586485751434,0.102619280362026,0.349064886235594,0.759096975849907,10.6522808645752,2.54315065113528,0.534828593313061,2.62786416043906
"17",0.00871717452223008,1.18765625234258,0.64352500717381,0.266554253735529,0.0419596804063633,0.0328287018974685,15.7764770690783,5.16787246739959,2.07313145218241,0.471394477069695
"18",-0.533707040622272,1.19109480039532,0.741636600176738,0.219828505760317,-0.00788331288497238,-1.47508486068949,11.6118576762885,4.37092765208139,1.25476193461108,-0.0649975798751111
"19",-1.02660962410767,1.364007441472,0.632246289788637,0.325223652956805,-0.533489486508944,-2.40356997147167,11.2644367199942,3.15650235580771,1.57252230911121,-3.72607551500952
"20",-0.30561651262224,0.896263284177204,1.61133174928868,0.250343675352518,-0.529787954818817,-0.465003701899052,4.81012654570519,5.22796834244469,0.78664624170415,-2.40467298006108
"21",-0.119263007737746,1.21792584403859,0.687375325030047,0.0962738906674097,-0.336843808349426,-0.41442423574989,14.9279968692726,5.0933288303292,0.690893591173952,-3.49174327316475
"22",-0.376588511343587,1.16415548246373,0.516993310948952,0.0231798813496092,-0.0679308698811101,-1.31433977836659,14.3315404778888,3.84763528940773,0.167076376318342,-0.707264907231649
"23",-0.308264450715627,1.29319302115509,0.660885572600714,0.04061752213812,-0.238857805259662,-0.789947253282103,11.6890523273055,3.61134774856612,0.214956869320299,-1.82594812546084
"24",0.242026704332662,0.988278449667174,0.119531456488943,0.0837455304687438,-4.94709510821165e-05,0.892219637840214,12.8507690232022,0.939634798833038,0.637578086859489,-0.000544042840484982
"25",0.221304357643807,1.6419082303491,0.527121271061851,0.540013158984126,0.423609975309185,0.407605695846046,10.7919708683742,1.60833213382126,1.97586528855415,2.38214846032413
