"","a","b","s","h","w","ta","tb","ts","th","tw"
"26",0.902251758599496,0.699531147102664,-0.197116509604706,0.18396170294277,0.323866893767709,2.46175246680574,6.73232390807623,-1.14685373941198,1.0365907266594,2.63607370692916
"27",0.594487321502737,-0.0091830533068811,0.451857029450427,-0.599807195095085,-1.20170909562549,0.463663074102265,-0.0252631976801592,0.751500625264501,-0.966128376242565,-2.79597710269421
"28",-0.983244857319403,1.47794321206694,0.217884906088377,0.235371026896227,-0.678747372759212,-1.40281942127415,7.43770818675769,0.662881077573968,0.693515771408018,-2.88883406510403
"29",-2.62917106935562,1.2311464234668,1.3471202650367,0.416817500733709,-1.31667399206998,-2.18301795453681,3.60569902379954,2.38513641081158,0.71473929860296,-3.2613023908471
"30",-0.506843928151709,1.05247148226322,0.112329919889185,0.578971899056803,-0.302109572135452,-1.41975947599278,10.399014088402,0.670971953413951,3.34935566085493,-2.52452317894236
"31",0.345508532104738,0.486473252701027,-0.282299263157932,0.0416062090538656,0.25293978428785,1.04014694428121,5.16578336747937,-1.81223308867179,0.258676705739491,2.27157674390552
"32",0.295183961389992,0.950929078182682,-0.267377120890194,0.116545250265258,0.133147305767425,1.31054298068427,14.8918255967836,-2.53134386231916,1.0686028898559,1.7634584999812
"33",-0.947082387342345,1.26996776164952,0.514571856426994,0.331350623162094,0.10178797042249,-2.28912706977623,10.8271994980316,2.65214070109573,1.65399116784441,0.733927134626917
"34",0.0851888617319838,1.04982030609556,0.237808434873395,-0.146621095708014,0.0106981998229048,0.757244780491258,32.9162038816533,4.50763889709876,-2.69161653398147,0.283686407422074
"35",-0.441729788436688,1.21403702680013,-0.290003708145543,-0.319987963662092,-0.220348983004634,-1.09816975454341,10.6459892960572,-1.53739240822868,-1.6428945437549,-1.63417360038959
"36",-0.0482780263139604,1.1464952641029,-0.301954531838356,-0.372423375159349,-0.0328689366884125,-0.186827904648166,18.152155320155,-2.44294202727007,-2.91589533412157,-0.375547060945904
"37",-0.0357866221079104,1.22976147931685,-0.110619447039388,-0.226064494129228,-0.0818113840727106,-0.120130552616054,14.5611258157815,-0.79183125616632,-1.56721427274597,-0.819258312200147
"38",0.189135301315702,1.07924713110158,0.540840961825857,-0.361910457728283,-0.00590970564868444,0.729589900064839,14.6848130571288,4.44881333799414,-2.88317234622063,-0.0680058724395826
"39",0.0354934974729625,1.01363650275667,0.137886805040159,-0.0601232573441182,0.0542169246716805,0.185426391385207,18.6786848157362,1.53608005136829,-0.648677009072758,0.844951884337894
"40",-0.071720222621084,1.13073349983713,0.149365859021127,-0.145227259356068,-0.171034430299821,-0.242888668691576,13.5072577166813,1.07866194318437,-1.01572705555593,-1.72791955551076
"41",0.264244875099885,0.950825000907548,0.262512491417857,0.146358379228724,0.0460447314024463,0.902412154533374,11.4535537225991,1.91168673576664,1.03223649134017,0.469086199034422
"42",0.161440157328096,0.875133891157816,0.40324226804148,-0.0627440596330531,-0.0507955563334765,0.8598128774689,16.4402409321598,4.57959225236799,-0.690125764880272,-0.807035136346958
"43",0.218241362087484,0.880978459781836,0.00870159646014971,-0.197456721213739,0.232886463740844,0.902400781768477,12.4118634676767,0.0910095815659946,-1.58394153512119,3.17163727429555
"44",0.58787979984523,0.695238869556746,0.121056973097672,-0.0355444423680222,0.191255905041477,2.36559751272335,9.86796643630412,1.03874875895788,-0.295384210031742,2.29583947534104
"45",-0.0763098703086262,1.10343966497355,0.171647402454852,0.701676159114275,-0.0939522424226345,-0.289150360993428,14.7479927826325,1.38691117997203,5.4908932137435,-1.06200001381383
"46",0.336510978475471,0.920668849955988,0.19802175396517,0.215821218559683,0.00150839504497923,1.68781934876009,16.2881393022813,2.11791251567263,2.2355486102309,0.0225692002419093
"47",-0.774450675670947,1.5234254371833,0.337687144223287,0.0819078410468853,0.160061479789204,-2.37553376338934,16.4827605282296,2.20876932248793,0.518867151000951,1.46463234519063
"48",-0.474766336926794,1.32278666666502,0.118158967325941,0.369383704929761,-0.140051731637087,-2.05900623705615,20.2352630585748,1.09272988564001,3.30840547427099,-1.81192649693956
"49",0.1654131630172,0.980846391542939,-0.257140561895846,0.498167263749182,0.0200363204177743,0.63126197131588,13.2032808482497,-2.09256298821611,3.9262504545545,0.228103462669181
