"","permno","car","event_date","PQS","VOL","EXCH"
"88",52329,0.012,20071026,-0.179096531270271,0.724978021131926,"N"
"89",52708,0.005,20051004,0.562509540030449,0.187302358128028,"N"
"90",53225,0.055,20071231,0.795626723930269,0.5110399648013,"N"
"91",53225,0.055,20071231,0.0348907736890656,-0.181756403554626,"N"
"92",53225,-0.105,20131129,0.795626723930269,0.5110399648013,"N"
"93",53225,-0.105,20131129,0.0348907736890656,-0.181756403554626,"N"
"94",53866,0.038,20010806,0.530398162215232,0.604259198904871,"N"
"95",58094,0.076,20020717,-0.0307318197379322,0.633646699927684,"N"
"96",58318,-0.017,20061220,-0.0209491092122308,0.309316567520944,"N"
"97",58819,-0.017,20160701,0.142742436559613,0.547787186032774,"N"
"98",61241,-0.035,20170320,-0.0172036502820127,0.0951149037935903,"Q"
"99",61815,0.09,20071008,-0.704659793598287,0.245956903734996,"N"
"100",62519,-0.08,20070104,-0.153785872956248,-0.0592916886923927,"N"
"101",63765,-0.147,20080606,-0.438381958653249,0.619176514282644,"N"
"102",63830,-0.055,20070601,1.44681865037268,0.521416827506059,"N"
"103",65330,-0.092,20060424,-0.22159181720569,0.627315611214324,"N"
"104",65402,-0.064,20170726,-0.191116224264811,-0.0980491508920325,"N"
"105",65541,-0.058,20160923,-0.490580370348911,0.800782701247145,"N"
"106",66384,0.047,20090701,-0.589569476608218,-0.169375768556082,"N"
"107",68857,-0.018,20101220,-0.29623176794581,0.0748588478126431,"N"
"108",69550,0.022,20040423,0.327898778602191,0.367994940357584,"N"
"109",69649,-0.02,20170320,-0.146732415610044,0.23056827639213,"N"
"110",69796,-0.027,20050705,-0.381621334795994,0.157935847213461,"N"
"111",70033,0.174,20000131,-0.0334437585695571,0.894561910552917,"N"
"112",70308,0.013,20090909,-0.288595021373178,0.0962458085108835,"N"
"113",73139,-0.114,20001212,8.4046080105797,1.01528760105398,"N"
"114",73940,-0.139,20001211,4.36107200997922,-0.385267372780625,"N"
"115",75100,0.11,20000621,-0.562043377354248,0.322109857405832,"N"
"116",75107,-0.022,20180531,-0.411527734338808,0.578197915593427,"Q"
"117",75224,0.029,20060201,-0.152976465050015,0.26392965657729,"N"
"118",75241,-0.132,20080924,2.1858096988807,0.505253743257742,"N"
"119",75577,0.474,20000418,-0.304658817289011,0.0457761702604367,"Q"
"120",75607,-0.247,20030331,0.178370106666404,0.0445127454874665,"Q"
"121",75825,-0.143,20001102,0.00851812585518186,0.408545596336453,"N"
"122",75828,-0.032,20020722,-0.0682658601367786,0.302278038723127,"Q"
"123",76082,-0.143,20080623,0.0847338172742749,1.24373707111265,"N"
"124",76095,-0.044,20160330,-0.0589029465836209,0.247084139244635,"Q"
"125",76240,0.017,20020515,-0.458054048790574,-0.0255964583536711,"N"
"126",76282,0.066,20030224,-0.368341663260099,0.565284888059328,"N"
"127",76565,-0.067,20011107,1.32327441626427,0.275466741036766,"N"
"128",76614,0.163,20130501,0.245927877298828,0.0963834657429066,"Q"
"129",76619,0.048,20050830,-0.147900516788222,0.180365796520556,"N"
"130",76624,0.109,20010803,-0.683660577164952,0.321425079258459,"Q"
"131",76625,0.032,20081117,-0.47949155859953,-0.136647386444306,"Q"
"132",76638,0.032,20011217,0.647502916324421,-0.238635757171448,"N"
"133",76639,-0.082,20080102,-0.0507752167330272,1.26353128236517,"N"
"134",76656,0.115,20000616,-0.140987887449981,1.10648302718173,"Q"
"135",76708,0.049,20090609,-0.295522120267549,-0.485183186442295,"N"
"136",76709,-0.064,20170105,-0.297477612987286,0.376343694133251,"Q"
"137",76744,-0.138,20130923,-0.0456130573624834,0.34636868086332,"Q"
"138",76757,0.015,20001211,10.7057837286018,0.66615759889702,"N"
"139",76841,0.123,20031113,-0.204718914196958,0.276045425959576,"Q"
"140",77150,-0.051,20040803,-0.242238534649866,0.0357827682395637,"N"
"141",77157,0.022,20090102,-0.0582996174662732,0.695732291589887,"N"
"142",77173,0.222,20001212,0.331586206194118,0.261889160811833,"Q"
"143",77182,-0.065,20111219,0.0418752465408538,0.1912190307316,"Q"
"144",77274,0.087,20040701,-0.297728937733765,0.422008319822998,"Q"
"145",77281,-0.068,20060103,-0.179836530343891,0.794206189266147,"Q"
"146",77338,-0.077,20091223,-0.341127481038543,-0.0297495393354694,"N"
"147",77357,-0.029,20170316,-0.230750242180767,0.478100868125478,"Q"
"148",77496,0.02,20131223,-0.0677468326617551,0.214699249778834,"N"
"149",77661,0.02,20050705,-0.21186267030116,0.250420565226444,"N"
"150",77668,-0.036,20030926,-0.340876245108724,-0.0117088923851291,"Q"
"151",77702,0.179,20000608,-0.0940718003101277,-0.249349489636572,"Q"
"152",77730,-0.036,20050811,-0.0612579550773142,-0.0205755552442765,"N"
"153",77976,-0.011,20081223,-0.0158541353448178,0.434050295373814,"N"
"154",78034,0.046,20051011,-0.0345287198497263,0.0592092696550417,"Q"
"155",78840,0.124,20061201,-0.0676784130556312,0.365668679895017,"Q"
"156",78877,-0.017,20060303,0.00803017786069793,-0.437146975463508,"N"
"157",78975,-0.205,20001211,0.192249282266424,0.531502608472464,"Q"
"158",78987,-0.092,20070907,0.0142661981006382,-0.0457479753420843,"Q"
"159",79089,0.017,20120404,-0.228471768980072,0.303098739259719,"Q"
"160",79103,-0.203,20090327,-0.24279959675845,-0.236390630536884,"Q"
"161",79108,0.082,20000621,-0.501841428399535,0.381552238669004,"Q"
"162",79212,0.013,20041229,-0.283986334956652,0.284697055379885,"N"
"163",79265,0.047,20090102,0.0249269669289642,0.314585126110978,"Q"
"164",79411,0.01,20121005,-0.133197354068134,0.101277368135958,"Q"
"165",79545,-0.026,20111219,-0.388125523188655,-0.199634175343769,"N"
"166",79588,-0.004,20140324,0.0507110684835517,-0.328271065968121,"Q"
"167",79637,-0.029,20140922,0.23133347845683,0.169150909263182,"N"
"168",79678,0.052,20150831,-0.271055308118357,0.415108805056173,"Q"
"169",79698,0.03,20170405,-0.24055797943402,-0.183229499063762,"N"
"170",79718,-0.017,20000629,-0.436766649286017,-0.0280986921658856,"Q"
"171",79879,0.42,20000727,0.134919201802247,0.41529551490212,"Q"
"172",79881,-0.029,20100208,-0.221858535535808,0.0549228921146745,"Q"
"173",79906,0.147,20170228,-0.182954041734741,0.545821050851686,"Q"
"174",79915,-0.075,20101220,-0.349234994875996,0.480140039087215,"N"
"175",80055,0.13,20000403,0.220829129737898,0.384224709737766,"Q"
"176",80191,-0.038,20160701,-0.165773524307394,-0.110168625152672,"N"
"177",80204,-0.035,20140702,-0.136629785382155,0.185906063575823,"N"
"178",80266,0.112,20001212,0.216132752931799,1.09688788187554,"Q"
"179",80286,-0.134,20140124,-0.277493396342038,0.110868358703383,"Q"
"180",80303,-0.181,20080701,-0.0397439251074545,1.25518069436694,"N"
"181",80515,0,20020201,-0.142249779208515,0.103024320330042,"Q"
"182",80539,-0.187,20180319,-0.0614722124978189,0.574245254112939,"Q"
"183",80913,0.075,20040402,0.0748011834049731,-0.15084007753677,"N"
"184",81138,-0.111,20020515,-0.190937876707056,0.959713229766098,"Q"
"185",81262,-0.027,20040325,0.273319477083767,-0.314921121994587,"N"
"186",81285,0.045,20020513,-0.593360662765249,0.0986509684524195,"N"
"187",81481,-0.026,20111219,-0.182858105582039,-0.226534020914598,"Q"
"188",81540,0.465,20010830,-0.0494253682826651,0.768535724480894,"N"
"189",81696,-0.023,20170313,-0.2224006775231,0.306029855314502,"Q"
"190",81736,-0.056,20170726,-0.193192932512297,-0.201384907593736,"N"
"191",81776,-0.084,20070531,0.919967659065407,-0.113530172642173,"N"
"192",81857,-0.09,20080129,0.962804060097449,0.60333259730668,"N"
"193",82196,-0.002,20090402,-0.36915418452811,-0.284893041121571,"N"
"194",82298,-0.017,20090226,-0.296843977370901,-0.0570546749069679,"N"
"195",82307,0.123,20080731,0.971747247506944,0.471121375903893,"N"
"196",82581,-0.011,20150318,-0.239416409149538,0.14635532604263,"Q"
"197",82618,0.01,20060420,0.00271687881612159,-0.275433443290499,"Q"
"198",82642,0.046,20060105,-0.29515864310528,-0.179494144223674,"N"
"199",82651,-0.021,20020102,1.43369771597289,1.45106733802033,"N"
"200",83111,0.012,20120525,0.198946052526549,0.174641916445051,"Q"
"201",83143,0.129,20090106,0.000304796135259133,0.375789078419427,"N"
"202",83413,0.559,20000505,-0.569281423000138,-0.124537781036566,"Q"
"203",83421,-0.032,20060403,-0.340958976913575,0.331806892474339,"N"
"204",83443,0.024,20100216,-0.639814889923035,2.93103798181946,"N"
"205",83621,-0.082,20170619,-0.120425390129366,-0.135076052131976,"Q"
"206",83630,0.308,20001106,0.865799960727764,-0.138621178016686,"Q"
"207",83693,0.093,20000505,-0.41546643526493,-0.0975936411045566,"Q"
"208",83699,-0.076,20071029,-0.139393070822195,0.15863461437771,"N"
"209",83862,-0.049,20040401,-0.151905161505968,-0.285195880114674,"N"
"210",83906,-0.018,20081119,-0.380835302921796,0.293696782622814,"Q"
"211",83976,-0.019,20070329,-0.0774277306510415,-0.0232806593895781,"N"
"212",83981,-0.091,20001201,1.14491665095653,1.17874084580779,"N"
"213",84032,0.072,20050314,-0.000465170661819947,0.305212685352481,"N"
"214",84036,-0.143,20000316,0.138091465177877,3.21616430005428,"N"
"215",84129,0.041,20010625,-0.029336850477042,0.0968823766525804,"Q"
"216",84176,0.067,20051220,-0.160550400503444,0.482201098662159,"N"
"217",84342,0.035,20010604,-0.277454918576389,0.0778076738815223,"Q"
"218",84372,0.046,20000103,-0.339987880643476,0.163503114039588,"N"
"219",84373,0.051,20021212,-0.143424184603171,-0.196333404104932,"N"
"220",84519,-0.588,20010830,0.686075296054668,0.365726481330126,"Q"
"221",84761,-0.102,20180319,0.0332394107974818,0.0738921341995313,"Q"
"222",84769,-0.155,20080930,2.05690638394521,0.933756761729531,"N"
"223",84788,0.086,20051121,0.119975770657483,0.138771145610589,"Q"
"224",85032,0.051,20000706,-0.237552275830666,0.221940520661426,"N"
"225",85035,-0.067,20150612,0.285802082790854,0.479771587633373,"Q"
"226",85072,-0.022,20070202,0.101783194680046,-0.0161903303671147,"N"
"227",85257,-0.01,20130923,-0.146155155873007,0.0410614307931569,"N"
"228",85269,0.122,20040429,-0.137957907019286,0.274990417833237,"N"
"229",85271,-0.016,20070709,0.249448594279231,0.735287906408467,"Q"
"230",85459,0.01,20070302,-0.144889869338577,-0.195252031204877,"Q"
"231",85516,0.065,20001023,0.439701209913874,0.277342731521749,"Q"
"232",85522,0.122,20010102,1.71732992884609,0.586973931858171,"Q"
"233",85593,0.016,20140701,-0.179855366838948,-0.227986261499323,"N"
"234",85599,0.103,20000717,-0.215643444447053,0.535289905190309,"N"
"235",85621,-0.022,20160906,-0.432464079035767,0.388587574627358,"N"
"236",85663,-0.07,20140922,0.211105128333692,0.961993602556309,"N"
"237",85675,-0.019,20161202,-0.455195262818139,0.069406139290755,"N"
"238",85753,0.139,20060201,-0.172081381093696,-0.318532688048742,"Q"
"239",85792,-0.132,20090701,-0.536985844744372,-0.0633014176254472,"N"
"240",85963,0.322,20000703,-0.37167461786805,-0.092700946093617,"Q"
"241",85991,0.056,20141105,-0.125374451056462,0.141771200217339,"N"
"242",86021,-0.005,20041201,-0.111187177888786,0.139349251477398,"N"
"243",86041,-0.159,20000106,-0.212500711895959,0.531395482905148,"N"
"244",86102,0.015,20030416,-0.234901201896825,0.655407956207824,"N"
"245",86111,-0.021,20071119,0.0921477816241849,0.814942043354649,"N"
"246",86158,-0.033,20061117,0.16606557422094,0.129155214864402,"Q"
"247",86176,0.368,20001003,0.110305576459854,0.0555318625413617,"N"
"248",86228,-0.051,20081205,-0.413304838725893,0.847138336776255,"N"
"249",86305,-0.131,20000613,-0.668385727556734,0.592743694485951,"N"
"250",86339,-0.014,20120314,-0.0256055540973574,0.0309965447265947,"N"
"251",86356,0.107,20020722,-0.173250936112359,0.166663486581423,"Q"
"252",86496,0.126,20000131,-0.423227663804138,1.2781331740589,"Q"
"253",86580,0.117,20011130,-0.448990103919919,0.188079066822413,"Q"
"254",86725,-0.174,20081124,-0.180692752392186,0.550654963665806,"Q"
"255",86756,0.093,20010514,-0.877836383746889,0.374347615285602,"N"
"256",86783,0.192,20091106,0.0301816256129832,0.273918904222462,"Q"
"257",86799,0.132,20060628,0.301363460476729,0.281415025650897,"N"
"258",86845,-0.095,20060606,-0.0565957889061441,0.207386964152964,"N"
"259",86868,0.118,20020722,0.242094723435186,0.473483702440284,"N"
"260",86946,-0.097,20020904,0.455793490442283,0.37352732205941,"N"
"261",86964,-0.161,20101220,-0.377376234177506,0.341701404600995,"Q"
"262",86979,0.057,20060602,0.0504406605096386,-0.345804802306596,"Q"
"263",87070,-0.011,20070215,0.0967245755932167,0.325771899403284,"Q"
"264",87137,0.022,20000830,-0.358647271824002,0.233568294179056,"A"
"265",87184,-0.086,20090727,-0.375478021553975,-0.166146495036288,"N"
"266",87267,0.013,20110404,-0.587270948594608,-0.0801821858439062,"N"
"267",87299,-0.192,20070712,0.307580760710051,0.323958839779353,"Q"
"268",87447,0.071,20020722,-0.160240794494352,0.986939310857043,"N"
"269",87536,-0.024,20010628,0.00256898948379369,-0.229369825469633,"N"
"270",87541,-0.049,20170726,-0.258989299115759,0.241566517160323,"N"
"271",87657,-0.124,20110401,-0.425991237976282,0.212508100916724,"N"
"272",87717,0.014,20071010,0.00443646951739973,-0.112292639951729,"Q"
"273",87842,0.055,20001211,0.0120954843940606,0.344256838945745,"N"
"274",88031,-0.127,20120629,0.155934183240669,0.469688741403122,"Q"
"275",88352,-0.147,20080602,-0.152318208068446,-0.360113476974943,"Q"
"276",88446,0.135,20151119,-0.317014113292761,-0.188657503001117,"Q"
"277",88590,-0.052,20081202,-0.165246426354755,0.316007959379717,"N"
"278",88661,0.022,20040901,-0.191497467196577,-0.0227375420947185,"N"
"279",88668,0.284,20020814,-0.11696441902006,0.399553375384965,"N"
"280",88860,-0.023,20170619,-0.116877789890461,-0.0543027958576431,"Q"
"281",88873,-0.003,20160425,-0.113475476790497,-0.253918102510057,"N"
"282",88991,0.065,20061120,-0.228069597525714,-0.196566879133308,"N"
"283",89002,-0.031,20131223,-0.37553300083285,0.707883038011784,"N"
"284",89003,-0.025,20061110,-0.336166187120128,0.574613668827263,"N"
"285",89004,-0.142,20090605,-0.562302019944093,-0.273429008250462,"N"
"286",89006,0.045,20070402,-0.0128546626898474,2.95206350402002,"N"
"287",89105,-0.021,20110228,-0.469780664971291,0.313985480502404,"Q"
"288",89179,-0.01,20020725,0.00891170189030155,-0.269778512292133,"N"
"289",89195,-0.028,20020722,0.572963984556953,-0.00647699002498403,"N"
"290",89216,-0.024,20160503,-0.269936373658761,-0.381565785334203,"N"
"291",89217,0.016,20150709,-0.0634767281959591,0.0862485690436798,"N"
"292",89258,-0.006,20020722,0.239830048373433,-0.0355350468764478,"N"
"293",89269,-0.055,20160330,0.0785622378547408,0.0261558265717434,"N"
"294",89301,0.06,20071214,-0.0588217230451423,0.228712830865519,"N"
"295",89393,-0.148,20101220,-0.0209106798348795,-0.0478080330667938,"Q"
"296",89463,0.033,20041027,-0.12541235153342,0.58018660565135,"N"
"297",89508,-0.011,20100628,0.00543159467899645,0.131509537913535,"N"
"298",89509,0.027,20140623,-0.122569036273097,0.0132202969588031,"N"
"299",89533,0.052,20081114,-0.319840707434617,-0.112390026890594,"Q"
"300",89565,0.027,20150921,-0.0226841004433421,-0.409482683163816,"Q"
"301",89626,-0.074,20060811,-0.0467274299984644,0.075418243164773,"N"
"302",89757,0.305,20050328,-0.383059773604473,0.187747723360934,"Q"
"303",89866,-0.037,20160523,-0.0683452114835646,-0.0320130133040166,"Q"
"304",89954,0.096,20061204,-0.130172874744383,0.448902875121131,"N"
"305",90038,0.069,20070410,0.911063407418885,-0.157530771256264,"N"
"306",90071,-0.01,20100129,-0.201959015666239,0.303677439900933,"N"
"307",90162,0.04,20051202,-0.160888067709076,-0.297437587195648,"N"
"308",90199,0.132,20061110,-0.2526561484151,-0.0554905186723516,"N"
"309",90215,-0.062,20080915,0.462725782495687,0.66021490367082,"N"
"310",90319,0.162,20060403,0.387318270519262,-0.478194715315472,"Q"
"311",90352,-0.209,20001003,5.71148017509147,1.28694516098873,"N"
"312",90386,-0.286,20110926,0.176730778473323,-0.154913085546883,"N"
"313",90442,0.071,20150921,0.0319359351159305,-0.223170278602233,"Q"
"314",90547,-0.121,20110602,0.159356532950176,0.190331081332796,"N"
"315",90601,0.345,20081022,-0.663895956049116,0.0517220769311706,"Q"
"316",90805,0.044,20100301,-0.26979477206423,0.582325727887848,"Q"
"317",90808,0.087,20071002,-0.116542052971321,-0.0146289551279113,"Q"
"318",90829,-0.004,20080827,0.472773221188648,0.848766829290437,"N"
"319",90979,-0.171,20140501,0.501049562898006,0.696352451038388,"N"
"320",90993,0.102,20070926,-0.287911916470987,-0.325808557920436,"N"
"321",91068,-0.098,20110428,-0.376958038895309,-0.27500816829857,"N"
"322",91103,0.069,20150903,-0.205190891167019,0.135864622229272,"N"
"323",91143,0.167,20071025,-0.391908589359345,-0.125895786224102,"N"
"324",91152,0.024,20160603,-0.362912729684786,-0.282211991039556,"N"
"325",91233,-0.201,20080718,0.400964705766707,0.168651354867908,"N"
"326",91416,0.039,20150323,0.715320152166119,2.25908038622537,"N"
"327",91547,0.066,20091221,-0.0801014971289858,0.412752167693341,"N"
"328",91556,-0.019,20091221,-0.388701186303976,0.29510116247406,"Q"
"329",91611,-0.164,20091016,-0.402125141559213,-0.337171990696292,"Q"
"330",91668,-0.044,20180307,-0.141636220307907,-0.252202510695061,"Q"
"331",91883,0.009,20090330,-0.477991177899303,0.784910636235951,"N"
"332",91926,0.09,20130911,-0.247049132121456,0.23363666404922,"N"
"333",91937,-0.159,20090630,-0.290963904484818,2.21463343346367,"N"
"334",92239,-0.017,20160222,-0.396372972826622,-0.249878989899886,"N"
"335",92322,0.095,20160418,-0.201800874695916,-0.380883855498846,"Q"
"336",92402,-0.055,20180404,-0.17624769939165,0.0930568533409979,"N"
"337",92611,0.014,20091221,-0.143417290611881,-0.141593821341537,"N"
"338",92614,-0.027,20160304,-0.186409701935921,0.182556088859471,"N"
"339",92772,0.086,20160513,-0.347825729386113,0.160588069046105,"Q"
"340",92778,0.078,20140807,-0.151526660144631,3.13483507941152,"Q"
"341",92890,-0.058,20091221,-0.597244099093138,0.689703720011198,"N"
"342",93089,0.013,20151008,-0.401137051021258,0.805367582592723,"Q"
"343",93096,-0.1,20121203,-0.0331301792631309,0.203494738800216,"N"
"344",93429,0.006,20170301,0.0481064421946478,0.477600711125774,"Q"
